customer_id,market,acquisition_channel,acquisition_date
C00708,LT,Organic Search,2025-10-17
C00709,LV,Paid Search,2025-06-05
C00710,LV,Paid Search,2025-09-05
C00711,EE,CRM,2025-05-06
C00712,LT,CRM,2025-04-23
C00713,EE,Paid Social,2025-04-20
C00714,LT,Paid Social,2025-02-17
C00715,LV,Paid Social,2025-05-14
C00716,LV,Organic Search,2025-07-25
C00717,LT,Paid Search,2025-02-25
C00718,LV,Affiliate,2025-01-21
C00719,LV,CRM,2025-08-26
C00720,EE,Organic Search,2025-06-18
C00721,LV,Paid Social,2025-05-12
C00722,LV,CRM,2025-05-19
C00723,LT,Paid Social,2025-06-14
C00724,EE,CRM,2025-02-13
C00725,LT,Paid Search,2025-06-12
C00726,EE,Affiliate,2025-07-06
C00727,LV,Paid Search,2025-05-16
C00728,LV,CRM,2025-02-17
C00729,LT,Paid Search,2025-04-22
C00730,LV,Organic Search,2025-10-24
C00731,LT,CRM,2025-10-25
C00732,LT,Organic Search,2025-02-26
C00733,LV,Paid Search,2025-05-28
C00734,LV,Organic Search,2025-05-22
C00735,LT,Affiliate,2025-01-02
C00736,LT,Paid Social,2025-05-20
C00737,LV,Paid Search,2025-06-20
C00738,LV,Affiliate,2025-10-08
C00739,EE,Paid Search,2025-05-02
C00740,EE,Paid Social,2025-08-07
C00741,LV,Paid Search,2025-01-24
C00742,LV,Paid Search,2025-03-31
C00743,LV,Organic Search,2025-01-11
C00744,LT,Paid Social,2025-10-25
C00745,LV,Organic Search,2025-06-23
C00746,LT,Organic Search,2025-02-06
C00747,LT,CRM,2025-01-13
C00748,LT,CRM,2025-06-10
C00749,LV,Paid Social,2025-09-29
C00750,LT,Organic Search,2025-01-21
C00751,LV,CRM,2025-04-01
C00752,LV,Paid Search,2025-05-05
C00753,LV,Paid Social,2025-05-24
C00754,LV,Affiliate,2025-04-17
C00755,LV,Paid Search,2025-01-14
C00756,LT,Paid Search,2025-03-07
C00757,EE,CRM,2025-07-17
C00758,LV,Paid Search,2025-09-06
C00759,LT,Affiliate,2025-04-10
C00760,LT,Paid Social,2025-01-10
C00761,EE,Organic Search,2025-03-26
C00762,LV,Organic Search,2025-03-16
C00763,LT,CRM,2025-04-10
C00764,LV,CRM,2025-10-06
C00765,EE,CRM,2025-05-09
C00766,EE,Paid Social,2025-01-29
C00767,LT,Organic Search,2025-01-26
C00768,EE,Affiliate,2025-03-24
C00769,LV,Paid Search,2025-03-09
C00770,LT,Affiliate,2025-02-18
C00771,LT,Paid Search,2025-04-06
C00772,LT,Paid Social,2025-09-09
C00773,LV,Affiliate,2025-03-02
C00774,LV,CRM,2025-04-03
C00775,LT,CRM,2025-09-25
C00776,LT,Organic Search,2025-05-09
C00777,EE,CRM,2025-01-19
C00778,LV,Paid Search,2025-10-22
C00779,LT,Organic Search,2025-10-19
C00780,LT,Paid Search,2025-06-30
C00781,EE,Paid Social,2025-03-27
C00782,EE,Paid Search,2025-09-04
C00783,EE,Paid Social,2025-09-26
C00784,EE,CRM,2025-01-19
C00785,LV,CRM,2025-03-12
C00786,LT,Paid Social,2025-05-28
C00787,EE,Paid Social,2025-04-28
C00788,LT,Organic Search,2025-08-06
C00789,LV,Affiliate,2025-08-14
C00790,LV,Organic Search,2025-01-04
C00791,LV,CRM,2025-07-05
C00792,LV,Paid Social,2025-04-21
C00793,LT,Affiliate,2025-02-21
C00794,LT,Affiliate,2025-04-23
C00795,EE,Organic Search,2025-10-26
C00796,LT,Paid Search,2025-06-17
C00797,LT,Paid Search,2025-01-23
C00798,LT,CRM,2025-07-10
C00799,LV,CRM,2025-04-18
C00800,LV,CRM,2025-03-13
C00801,LV,CRM,2025-09-28
C00802,LT,Organic Search,2025-09-26
C00803,EE,Paid Social,2025-07-14
C00804,LV,CRM,2025-03-08
C00805,LT,Paid Social,2025-10-13
C00806,LT,Affiliate,2025-02-24
C00807,LV,Paid Social,2025-07-27
C00808,LV,Paid Social,2025-02-16
C00809,LT,Paid Social,2025-04-11
C00810,LV,Paid Social,2025-02-28
C00811,LV,Paid Search,2025-04-12
C00812,LV,Paid Search,2025-09-03
C00813,LT,Affiliate,2025-08-17
C00814,LV,Affiliate,2025-10-07
C00815,LV,Paid Search,2025-03-30
C00816,LV,Paid Social,2025-02-13
C00817,LV,Paid Social,2025-02-24
C00818,LV,Paid Search,2025-06-23
C00819,LV,Paid Social,2025-09-14
C00820,LV,Paid Search,2025-02-27
C00821,LV,Paid Social,2025-01-01
C00822,LV,Paid Search,2025-02-19
C00823,EE,Affiliate,2025-02-03
C00824,LT,Affiliate,2025-07-12
C00825,LV,Paid Search,2025-02-10
C00826,LV,Organic Search,2025-06-17
C00827,EE,Organic Search,2025-05-21
C00828,LV,Paid Social,2025-01-15
C00829,LV,Paid Social,2025-06-21
C00830,LV,Affiliate,2025-08-31
C00831,LT,Paid Social,2025-07-18
C00832,LV,Paid Social,2025-03-28
C00833,LV,Organic Search,2025-08-08
C00834,LV,Organic Search,2025-08-18
C00835,LT,Organic Search,2025-03-27
C00836,EE,Paid Search,2025-07-18
C00837,LV,CRM,2025-02-24
C00838,EE,Organic Search,2025-08-06
C00839,LT,Paid Search,2025-10-08
C00840,LT,Paid Search,2025-09-19
C00841,EE,Affiliate,2025-07-14
C00842,LV,Paid Search,2025-02-16
C00843,LV,Organic Search,2025-01-08
C00844,LV,Paid Social,2025-08-08
C00845,LV,Affiliate,2025-09-25
C00846,LT,Paid Social,2025-09-19
C00847,LV,Organic Search,2025-07-26
C00848,LV,Paid Search,2025-03-11
C00849,LT,Affiliate,2025-09-22
C00850,LV,Organic Search,2025-01-01
C00851,LT,Paid Search,2025-09-05
C00852,LT,Organic Search,2025-07-31
C00853,LV,Paid Social,2025-10-15
C00854,LV,Paid Search,2025-05-20
C00855,LV,Affiliate,2025-01-10
C00856,EE,Affiliate,2025-02-12
C00857,EE,Organic Search,2025-05-13
C00858,EE,Organic Search,2025-07-07
C00859,LV,Organic Search,2025-02-18
C00860,LV,Organic Search,2025-07-11
C00861,LV,CRM,2025-01-17
C00862,EE,Paid Social,2025-08-22
C00863,LV,Paid Social,2025-04-29
C00864,LV,Affiliate,2025-03-05
C00865,LV,Organic Search,2025-06-10
C00866,LT,CRM,2025-04-21
C00867,EE,Organic Search,2025-09-21
C00868,LV,Paid Search,2025-05-23
C00869,LT,Organic Search,2025-01-07
C00870,LV,Organic Search,2025-01-22
C00871,LV,Paid Social,2025-01-21
C00872,LV,Organic Search,2025-07-08
C00873,LV,Paid Social,2025-09-20
C00874,EE,Organic Search,2025-10-20
C00875,LV,Organic Search,2025-07-07
C00876,LV,Affiliate,2025-03-06
C00877,LT,CRM,2025-04-05
C00878,LT,Organic Search,2025-05-07
C00879,EE,Paid Search,2025-03-03
C00880,LV,CRM,2025-09-13
C00881,LV,Paid Social,2025-08-20
C00882,EE,CRM,2025-10-02
C00883,LV,Paid Social,2025-04-10
C00884,EE,Affiliate,2025-04-12
C00885,LT,Paid Social,2025-07-11
C00886,LV,Paid Search,2025-09-12
C00887,EE,Paid Social,2025-08-11
C00888,LT,Paid Social,2025-01-30
C00889,LV,Organic Search,2025-09-30
C00890,LT,Organic Search,2025-06-15
C00891,LV,Paid Social,2025-05-22
C00892,LT,Paid Search,2025-06-14
C00893,LV,CRM,2025-09-12
C00894,LV,Organic Search,2025-09-25
C00895,LT,Paid Search,2025-06-23
C00896,LV,Paid Search,2025-01-24
C00897,LV,Paid Social,2025-10-15
C00898,LV,Paid Search,2025-06-27
C00899,LT,Affiliate,2025-08-14
C00900,LV,Paid Social,2025-03-24
C00901,LT,Paid Social,2025-05-25
C00902,LT,CRM,2025-06-06
C00903,LT,Paid Search,2025-10-22
C00904,LV,Organic Search,2025-07-31
C00905,LT,Paid Search,2025-01-28
C00906,EE,Paid Search,2025-10-21
C00907,EE,Paid Search,2025-08-23
C00908,LT,Organic Search,2025-01-15
C00909,LT,Affiliate,2025-08-13
C00910,LV,Paid Search,2025-03-20
C00911,LV,Paid Social,2025-09-02
C00912,EE,CRM,2025-10-12
C00913,EE,CRM,2025-05-13
C00914,LV,CRM,2025-02-02
C00915,EE,Paid Social,2025-04-07
C00916,EE,Organic Search,2025-01-26
C00917,LT,Paid Search,2025-10-13
C00918,EE,Paid Search,2025-04-10
C00919,LT,CRM,2025-04-08
C00920,LV,Paid Social,2025-02-06
C00921,LV,Organic Search,2025-06-01
C00922,LV,Organic Search,2025-04-01
C00923,LV,Paid Social,2025-10-19
C00924,LT,Paid Search,2025-09-06
C00925,LT,Paid Search,2025-07-01
C00926,LT,Paid Social,2025-08-23
C00927,LV,Paid Social,2025-05-07
C00928,LT,CRM,2025-04-25
C00929,LV,Affiliate,2025-09-10
C00930,LV,Paid Social,2025-07-29
C00931,LT,Paid Search,2025-01-09
C00932,EE,Paid Social,2025-10-27
C00933,LV,Paid Search,2025-08-23
C00934,LV,CRM,2025-10-21
C00935,LV,Organic Search,2025-07-19
C00936,LT,Organic Search,2025-03-24
C00937,LV,Paid Social,2025-06-25
C00938,LV,Paid Social,2025-06-16
C00939,LV,Paid Social,2025-02-22
C00940,EE,CRM,2025-05-02
C00941,LV,Organic Search,2025-06-01
C00942,LV,Paid Social,2025-01-16
C00943,LV,Paid Search,2025-08-31
C00944,LV,Paid Search,2025-06-06
C00945,LV,Organic Search,2025-04-07
C00946,LV,Organic Search,2025-05-12
C00947,LT,Affiliate,2025-08-23
C00948,LV,Paid Search,2025-10-26
C00949,EE,Paid Social,2025-06-18
C00950,LT,Organic Search,2025-09-09
C00951,LV,CRM,2025-03-04
C00952,LV,Paid Search,2025-03-11
C00953,LT,Paid Social,2025-07-25
C00954,LV,Affiliate,2025-08-19
C00955,LV,Paid Social,2025-07-21
C00956,LV,Paid Search,2025-07-11
C00957,EE,CRM,2025-10-03
C00958,LT,Paid Search,2025-08-29
C00959,LV,Paid Search,2025-01-07
C00960,LV,Paid Search,2025-05-18
C00961,LT,Organic Search,2025-08-27
C00962,LT,Paid Search,2025-01-08
C00963,LT,Paid Search,2025-07-15
C00964,LV,CRM,2025-03-11
C00965,LV,Affiliate,2025-10-16
C00966,LV,Paid Social,2025-02-27
C00967,LV,Paid Search,2025-02-24
C00968,LV,Organic Search,2025-09-21
C00969,LV,Organic Search,2025-09-28
C00970,LV,Organic Search,2025-01-03
C00971,LV,CRM,2025-03-19
C00972,EE,CRM,2025-05-06
C00973,LT,CRM,2025-01-01
C00974,LV,Paid Search,2025-04-24
C00975,LV,Paid Search,2025-08-03
C00976,LV,CRM,2025-06-06
C00977,LT,Paid Search,2025-06-12
C00978,EE,Paid Social,2025-10-07
C00979,EE,Paid Social,2025-10-17
C00980,LT,Affiliate,2025-03-19
C00981,EE,Organic Search,2025-02-15
C00982,EE,Paid Social,2025-01-10
C00983,LV,CRM,2025-05-07
C00984,LT,Organic Search,2025-08-27
C00985,LV,Affiliate,2025-06-24
C00986,LV,CRM,2025-01-29
C00987,EE,Paid Search,2025-05-27
C00988,LV,Paid Social,2025-04-06
C00989,LV,Paid Social,2025-07-02
C00990,LV,Paid Search,2025-01-05
C00991,LT,CRM,2025-10-23
C00992,LV,Paid Search,2025-02-06
C00993,LV,Organic Search,2025-02-17
C00994,EE,Paid Search,2025-08-30
C00995,EE,Paid Search,2025-07-10
C00996,LT,Paid Social,2025-01-19
C00997,LT,CRM,2025-04-21
C00998,LT,Organic Search,2025-07-16
C00999,LV,Paid Social,2025-03-11
C01000,LV,Organic Search,2025-07-03
C01001,LV,Organic Search,2025-02-12
C01002,LV,Paid Search,2025-09-09
C01003,LV,Paid Search,2025-08-06
C01004,EE,Paid Social,2025-04-25
C01005,LT,Paid Search,2025-08-25
C01006,EE,Organic Search,2025-06-05
C01007,LV,Paid Social,2025-07-06
C01008,LV,Paid Search,2025-04-16
C01009,EE,Paid Social,2025-01-18
C01010,EE,Paid Social,2025-05-07
C01011,LT,Paid Search,2025-10-24
C01012,LV,Paid Social,2025-07-10
C01013,LT,Paid Search,2025-08-17
C01014,LV,Paid Search,2025-03-14
C01015,LV,Paid Search,2025-03-13
C01016,EE,Paid Search,2025-02-17
C01017,LV,Organic Search,2025-09-10
C01018,EE,Affiliate,2025-03-26
C01019,EE,Organic Search,2025-06-14
C01020,EE,Paid Search,2025-02-24
C01021,EE,Organic Search,2025-02-16
C01022,LV,CRM,2025-10-22
C01023,LV,Paid Search,2025-09-28
C01024,EE,CRM,2025-07-20
C01025,EE,Organic Search,2025-04-16
C01026,LV,Paid Search,2025-05-17
C01027,EE,CRM,2025-07-09
C01028,LV,Paid Social,2025-05-23
C01029,EE,Organic Search,2025-02-18
C01030,EE,Paid Search,2025-08-01
C01031,LT,Paid Social,2025-08-06
C01032,LV,Paid Search,2025-07-30
C01033,LT,Organic Search,2025-01-12
C01034,LT,Paid Social,2025-06-15
C01035,LV,Paid Social,2025-04-02
C01036,LT,Paid Search,2025-01-28
C01037,LV,Organic Search,2025-05-10
C01038,EE,CRM,2025-06-17
C01039,EE,Paid Search,2025-08-30
C01040,LV,Affiliate,2025-05-16
C01041,EE,Paid Search,2025-01-06
C01042,LV,Paid Social,2025-08-18
C01043,LT,CRM,2025-07-08
C01044,LT,Organic Search,2025-09-06
C01045,LV,Organic Search,2025-05-07
C01046,LT,Organic Search,2025-08-27
C01047,LV,Affiliate,2025-02-22
C01048,LV,Organic Search,2025-05-06
C01049,LV,Paid Search,2025-04-10
C01050,LT,CRM,2025-04-02
C01051,LV,Paid Social,2025-04-09
C01052,LV,Paid Social,2025-01-10
C01053,LT,CRM,2025-09-07
C01054,EE,Paid Search,2025-04-13
C01055,LV,Organic Search,2025-08-29
C01056,LV,CRM,2025-07-18
C01057,LV,Paid Search,2025-04-13
C01058,EE,Affiliate,2025-03-12
C01059,LV,Paid Social,2025-04-19
C01060,LT,Paid Search,2025-07-28
C01061,LT,Affiliate,2025-07-27
C01062,LV,CRM,2025-06-11
C01063,LT,Affiliate,2025-07-07
C01064,LT,Affiliate,2025-10-22
C01065,LT,Paid Social,2025-10-14
C01066,LT,Paid Search,2025-01-04
C01067,LV,CRM,2025-07-22
C01068,LV,Affiliate,2025-06-15
C01069,EE,CRM,2025-03-19
C01070,LV,Paid Social,2025-07-10
C01071,LT,CRM,2025-07-26
C01072,LV,Paid Search,2025-04-24
C01073,LT,Paid Social,2025-02-09
C01074,LT,Affiliate,2025-07-24
C01075,LT,CRM,2025-09-29
C01076,LV,Paid Search,2025-06-02
C01077,LT,CRM,2025-10-22
C01078,EE,Organic Search,2025-01-10
C01079,LT,Paid Search,2025-08-06
C01080,LT,Paid Social,2025-05-24
C01081,EE,Paid Search,2025-02-14
C01082,LT,Paid Social,2025-10-08
C01083,EE,Affiliate,2025-04-27
C01084,EE,Affiliate,2025-10-25
C01085,EE,CRM,2025-08-25
C01086,EE,Paid Search,2025-05-15
C01087,LT,Paid Search,2025-01-15
C01088,EE,Paid Search,2025-10-28
C01089,LT,Paid Social,2025-01-24
C01090,LV,Organic Search,2025-01-07
C01091,LT,Organic Search,2025-05-24
C01092,EE,Affiliate,2025-06-15
C01093,LV,Paid Social,2025-07-30
C01094,LT,Paid Search,2025-02-15
C01095,LT,Organic Search,2025-05-11
C01096,LV,Paid Search,2025-10-21
C01097,EE,Paid Search,2025-02-18
C01098,LT,Paid Search,2025-05-11
C01099,LT,Organic Search,2025-07-16
C01100,LV,Organic Search,2025-04-23
C01101,EE,Organic Search,2025-06-17
C01102,LV,Paid Social,2025-07-04
C01103,LT,Organic Search,2025-06-21
C01104,LV,CRM,2025-10-08
C01105,LV,Organic Search,2025-10-02
C01106,LV,Paid Social,2025-10-25
C01107,LT,CRM,2025-09-15
C01108,LT,Paid Search,2025-02-23
C01109,LT,Affiliate,2025-03-12
C01110,LV,Affiliate,2025-07-25
C01111,LV,Paid Social,2025-01-15
C01112,LV,Organic Search,2025-07-06
C01113,LV,Paid Social,2025-06-02
C01114,LV,CRM,2025-08-31
C01115,EE,Paid Social,2025-05-07
C01116,LV,Organic Search,2025-07-28
C01117,LV,Paid Social,2025-02-11
C01118,LV,Paid Social,2025-08-08
C01119,LV,Paid Social,2025-04-25
C01120,LV,Paid Social,2025-08-30
C01121,LT,Organic Search,2025-03-02
C01122,EE,CRM,2025-03-26
C01123,LV,Paid Social,2025-10-21
C01124,LV,Organic Search,2025-07-30
C01125,LV,Affiliate,2025-08-03
C01126,LT,Paid Search,2025-06-09
C01127,LV,Paid Search,2025-03-21
C01128,LV,Paid Search,2025-06-21
C01129,EE,Paid Search,2025-09-12
C01130,LV,Paid Social,2025-07-25
C01131,LV,Paid Search,2025-01-05
C01132,EE,Paid Search,2025-09-20
C01133,LT,Paid Search,2025-07-28
C01134,LV,Organic Search,2025-08-30
C01135,LV,Affiliate,2025-02-22
C01136,LT,Paid Search,2025-08-26
C01137,LV,Paid Search,2025-06-20
C01138,LV,Affiliate,2025-05-03
C01139,LT,Paid Social,2025-03-20
C01140,LV,Affiliate,2025-02-12
C01141,LT,Paid Search,2025-07-24
C01142,LT,Paid Social,2025-06-19
C01143,LV,Paid Social,2025-07-13
C01144,EE,Paid Social,2025-10-03
C01145,EE,Paid Social,2025-05-04
C01146,LV,Paid Search,2025-03-22
C01147,LV,Organic Search,2025-09-08
C01148,LV,Paid Social,2025-03-15
C01149,EE,Organic Search,2025-02-08
C01150,EE,Organic Search,2025-09-13
C01151,LT,Paid Search,2025-02-14
C01152,LT,Organic Search,2025-02-06
C01153,LV,Paid Social,2025-10-02
C01154,EE,Paid Search,2025-02-18
C01155,LV,Paid Search,2025-04-04
C01156,LV,CRM,2025-05-30
C01157,LV,Paid Search,2025-03-12
C01158,EE,CRM,2025-03-10
C01159,LV,CRM,2025-01-01
C01160,LV,Organic Search,2025-02-01
C01161,LT,Paid Search,2025-06-08
C01162,LT,CRM,2025-10-09
C01163,LT,Paid Search,2025-02-17
C01164,LV,CRM,2025-09-24
C01165,LT,Paid Social,2025-08-14
C01166,LV,Paid Search,2025-06-19
C01167,LV,CRM,2025-04-02
C01168,LV,CRM,2025-07-09
C01169,LT,Affiliate,2025-01-27
C01170,LV,Organic Search,2025-06-29
C01171,LT,Organic Search,2025-04-04
C01172,LV,CRM,2025-06-21
C01173,LV,Paid Social,2025-10-20
C01174,LV,Affiliate,2025-04-06
C01175,LV,Paid Search,2025-09-11
C01176,LT,Paid Search,2025-07-13
C01177,EE,Paid Search,2025-01-30
C01178,LV,Organic Search,2025-04-29
C01179,LV,Paid Search,2025-08-02
C01180,EE,CRM,2025-10-20
C01181,LV,Paid Social,2025-10-08
C01182,LT,Paid Social,2025-02-20
C01183,LV,CRM,2025-07-23
C01184,LV,Organic Search,2025-09-11
C01185,LV,Paid Social,2025-07-18
C01186,LT,CRM,2025-06-07
C01187,LT,Paid Search,2025-01-07
C01188,LV,Paid Search,2025-04-27
C01189,LV,Affiliate,2025-07-08
C01190,LT,Affiliate,2025-03-23
C01191,LV,CRM,2025-08-09
C01192,EE,CRM,2025-04-07
C01193,LV,Paid Social,2025-07-14
C01194,LV,Paid Social,2025-06-05
C01195,LV,Paid Search,2025-08-15
C01196,LV,Paid Search,2025-08-06
C01197,LT,Paid Search,2025-08-09
C01198,EE,Paid Search,2025-08-03
C01199,LV,Paid Social,2025-02-16
C01200,LV,Paid Search,2025-07-05
C01201,EE,Organic Search,2025-03-22
C01202,LT,CRM,2025-09-08
C01203,LV,Paid Social,2025-01-14
C01204,EE,Paid Search,2025-03-09
C01205,LV,Organic Search,2025-08-24
C01206,LT,Paid Search,2025-01-02
C01207,LT,CRM,2025-07-30
C01208,LT,Paid Social,2025-04-05
C01209,LV,Paid Search,2025-07-06
C01210,LT,CRM,2025-05-04
C01211,LV,Organic Search,2025-05-28
C01212,LV,Affiliate,2025-05-15
C01213,LV,Paid Social,2025-04-23
C01214,LT,Paid Search,2025-01-30
C01215,LV,Paid Social,2025-05-24
C01216,EE,Paid Social,2025-05-26
C01217,EE,Paid Social,2025-02-18
C01218,EE,Paid Search,2025-07-28
C01219,LT,Organic Search,2025-04-22
C01220,LT,Paid Search,2025-02-09
C01221,EE,Paid Search,2025-08-29
C01222,LV,CRM,2025-04-22
C01223,EE,Affiliate,2025-04-07
C01224,LV,Paid Search,2025-01-27
C01225,LT,Paid Social,2025-04-07
C01226,LV,Paid Social,2025-03-11
C01227,EE,Paid Search,2025-05-06
C01228,LV,Affiliate,2025-01-16
C01229,LT,Affiliate,2025-08-02
C01230,LT,Paid Search,2025-04-29
C01231,EE,CRM,2025-07-15
C01232,LT,Paid Social,2025-08-19
C01233,LT,CRM,2025-09-03
C01234,LV,Paid Social,2025-02-24
C01235,LV,Affiliate,2025-04-21
C01236,LT,CRM,2025-04-03
C01237,LT,Paid Social,2025-10-23
C01238,EE,Affiliate,2025-08-08
C01239,LT,CRM,2025-03-14
C01240,LV,Organic Search,2025-09-01
C01241,LT,Organic Search,2025-05-06
C01242,LV,Paid Search,2025-03-05
C01243,EE,CRM,2025-05-03
C01244,LV,Paid Social,2025-02-08
C01245,LV,Paid Social,2025-09-17
C01246,EE,Paid Search,2025-07-30
C01247,LV,Paid Search,2025-06-07
C01248,LT,CRM,2025-08-18
C01249,LV,Paid Search,2025-04-30
C01250,LV,Paid Social,2025-06-07
C01251,EE,Paid Search,2025-06-17
C01252,LV,Affiliate,2025-07-07
C01253,LT,Organic Search,2025-09-08
C01254,EE,Affiliate,2025-10-11
C01255,LV,CRM,2025-01-27
C01256,LV,Organic Search,2025-06-10
C01257,LV,Affiliate,2025-05-17
C01258,LT,Paid Search,2025-01-31
C01259,LT,CRM,2025-10-10
C01260,LV,Affiliate,2025-01-12
C01261,LV,Organic Search,2025-05-12
C01262,EE,Paid Search,2025-01-12
C01263,EE,Paid Search,2025-08-14
C01264,LV,CRM,2025-09-10
C01265,LV,Organic Search,2025-10-01
C01266,LT,Organic Search,2025-07-24
C01267,LV,Paid Search,2025-09-02
C01268,EE,Paid Search,2025-05-30
C01269,LT,Paid Search,2025-05-24
C01270,LT,Paid Social,2025-05-11
C01271,EE,Paid Social,2025-05-04
C01272,LV,Paid Search,2025-07-21
C01273,LT,Paid Search,2025-03-20
C01274,LT,Paid Search,2025-03-23
C01275,EE,CRM,2025-02-12
C01276,LT,Organic Search,2025-05-06
C01277,LT,Organic Search,2025-06-06
C01278,EE,Paid Search,2025-01-28
C01279,LT,Paid Social,2025-04-28
C01280,LV,Organic Search,2025-03-19
C01281,LT,Paid Social,2025-09-07
C01282,LT,Organic Search,2025-06-04
C01283,LT,CRM,2025-05-06
C01284,LV,Paid Search,2025-08-08
C01285,LV,Paid Search,2025-04-20
C01286,EE,Paid Search,2025-07-27
C01287,LV,CRM,2025-05-16
C01288,EE,CRM,2025-06-06
C01289,EE,Paid Search,2025-02-19
C01290,LT,Organic Search,2025-05-24
C01291,LV,Organic Search,2025-08-27
C01292,LT,Organic Search,2025-02-22
C01293,LV,Paid Search,2025-02-12
C01294,LT,Paid Search,2025-03-08
C01295,LV,Affiliate,2025-03-14
C01296,EE,Paid Social,2025-01-02
C01297,LV,Affiliate,2025-10-07
C01298,LV,Paid Search,2025-10-21
C01299,LV,Organic Search,2025-07-08
C01300,LV,Paid Social,2025-09-14
C01301,LV,Paid Social,2025-10-14
C01302,LT,Organic Search,2025-04-30
C01303,EE,Paid Search,2025-01-27
C01304,LV,Affiliate,2025-07-05
C01305,LV,Affiliate,2025-01-13
C01306,EE,Paid Social,2025-07-11
C01307,LV,CRM,2025-01-29
C01308,LT,Paid Search,2025-09-16
C01309,LV,Paid Social,2025-06-24
C01310,LV,Affiliate,2025-07-30
C01311,LV,Affiliate,2025-06-16
C01312,LV,CRM,2025-02-09
C01313,LV,Paid Search,2025-04-04
C01314,LV,Paid Search,2025-01-02
C01315,LV,Paid Search,2025-08-27
C01316,LV,Organic Search,2025-06-24
C01317,LV,CRM,2025-05-13
C01318,LV,Paid Social,2025-02-24
C01319,LV,Paid Search,2025-03-18
C01320,LT,Organic Search,2025-02-05
C01321,LT,Affiliate,2025-05-13
C01322,EE,CRM,2025-06-07
C01323,LV,Paid Social,2025-08-03
C01324,LV,Paid Search,2025-02-28
C01325,EE,Paid Search,2025-10-22
C01326,LT,Paid Search,2025-06-30
C01327,LV,Organic Search,2025-10-22
C01328,EE,Organic Search,2025-06-12
C01329,EE,CRM,2025-05-18
C01330,LV,CRM,2025-03-22
C01331,LV,Paid Social,2025-10-01
C01332,LV,CRM,2025-01-19
C01333,EE,Organic Search,2025-05-02
C01334,LT,Paid Social,2025-08-17
C01335,LV,Paid Search,2025-05-26
C01336,LT,CRM,2025-02-15
C01337,LT,Affiliate,2025-05-29
C01338,LV,Paid Search,2025-05-26
C01339,EE,Paid Search,2025-06-05
C01340,LT,Affiliate,2025-08-08
C01341,EE,Paid Search,2025-05-25
C01342,LT,Affiliate,2025-06-01
C01343,LV,Paid Social,2025-07-20
C01344,LV,Organic Search,2025-04-26
C01345,LT,Organic Search,2025-10-26
C01346,LT,Paid Search,2025-10-02
C01347,EE,CRM,2025-09-30
C01348,LV,Paid Search,2025-02-17
C01349,EE,Paid Social,2025-02-13
C01350,LT,CRM,2025-07-17
C01351,LV,Paid Social,2025-03-20
C01352,LV,Affiliate,2025-05-07
C01353,EE,Paid Search,2025-03-27
C01354,LV,Organic Search,2025-07-27
C01355,LT,Paid Social,2025-05-07
C01356,LV,Affiliate,2025-04-12
C01357,EE,Paid Social,2025-05-24
C01358,EE,CRM,2025-07-04
C01359,EE,Organic Search,2025-08-22
C01360,LT,CRM,2025-06-28
C01361,LV,Paid Search,2025-03-04
C01362,LV,Affiliate,2025-06-17
C01363,LV,CRM,2025-03-19
C01364,LT,CRM,2025-02-12
C01365,LV,Paid Search,2025-04-22
C01366,EE,CRM,2025-02-05
C01367,LT,Organic Search,2025-08-12
C01368,EE,Organic Search,2025-07-25
C01369,LT,CRM,2025-08-11
C01370,LV,Paid Social,2025-02-13
C01371,LV,Affiliate,2025-07-23
C01372,LV,Paid Search,2025-08-22
C01373,LT,Paid Search,2025-05-10
C01374,LV,CRM,2025-09-28
C01375,LT,Paid Search,2025-10-14
C01376,LV,CRM,2025-05-11
C01377,LV,CRM,2025-10-10
C01378,LV,Paid Search,2025-01-10
C01379,LT,Paid Search,2025-05-19
C01380,LV,Paid Search,2025-08-16
C01381,LV,Organic Search,2025-02-04
C01382,LV,Paid Search,2025-08-18
C01383,LV,Paid Search,2025-06-18
C01384,EE,Paid Social,2025-05-05
C01385,LT,Paid Social,2025-05-10
C01386,LV,Organic Search,2025-09-21
C01387,LV,CRM,2025-09-12
C01388,LV,Paid Social,2025-02-20
C01389,LV,Organic Search,2025-06-24
C01390,LV,Organic Search,2025-06-19
C01391,EE,Paid Search,2025-01-21
C01392,LT,Paid Search,2025-03-23
C01393,LV,Paid Search,2025-10-05
C01394,LT,Organic Search,2025-06-09
C01395,LV,Paid Search,2025-10-27
C01396,LV,Paid Search,2025-10-14
C01397,LT,Affiliate,2025-03-16
C01398,LV,Organic Search,2025-01-28
C01399,LV,Paid Social,2025-08-23
C01400,LV,Paid Search,2025-04-11
C01401,LV,Paid Social,2025-01-10
C01402,LT,Affiliate,2025-07-07
C01403,LT,Organic Search,2025-08-20
C01404,LV,CRM,2025-04-28
C01405,LT,Paid Search,2025-03-27
C01406,LV,Affiliate,2025-07-07
C01407,LV,Paid Search,2025-07-12
C01408,LV,CRM,2025-07-02
C01409,LV,Paid Search,2025-01-30
C01410,LV,Paid Social,2025-09-11
C01411,LT,Paid Search,2025-02-02
C01412,LT,Organic Search,2025-08-25
C01413,EE,Paid Social,2025-05-31
C01414,LV,Paid Search,2025-05-03
C01415,LV,Paid Search,2025-10-06
C01416,LV,Affiliate,2025-03-26
C01417,EE,Paid Social,2025-05-20
C01418,EE,Paid Search,2025-10-04
