order_id,carrier,promised_date,delivered_date,on_time,delivery_cost
O000467,BalticPost,2025-08-18,2025-08-18,1,3.85
O000468,BalticPost,2025-04-02,2025-04-01,1,4.4
O000469,EconomyBox,2025-07-12,2025-07-11,1,4.02
O000470,FastShip,2025-08-25,2025-08-24,1,5.73
O000471,FastShip,2025-02-27,2025-02-26,1,5.36
O000472,BalticPost,2025-03-17,2025-03-17,1,4.59
O000473,FastShip,2025-03-17,2025-03-17,1,6.76
O000474,BalticPost,2025-09-07,2025-09-07,1,3.67
O000475,BalticPost,2025-10-09,2025-10-09,1,3.46
O000476,BalticPost,2025-03-26,2025-03-25,1,3.51
O000477,BalticPost,2025-05-20,2025-05-19,1,5.47
O000478,BalticPost,2025-03-25,2025-03-25,1,3.64
O000479,EconomyBox,2025-10-08,2025-10-07,1,5.02
O000480,BalticPost,2025-10-27,2025-10-26,1,3.8
O000481,FastShip,2025-06-17,2025-06-17,1,6.43
O000482,FastShip,2025-07-30,2025-07-29,1,6.11
O000483,FastShip,2025-09-03,2025-09-03,1,6.3
O000484,BalticPost,2025-01-09,2025-01-08,1,3.47
O000485,BalticPost,2025-02-15,2025-02-14,1,4.67
O000486,BalticPost,2025-01-23,2025-01-22,1,5.62
O000487,EconomyBox,2025-03-03,2025-03-03,1,5.35
O000488,EconomyBox,2025-10-20,2025-10-20,1,3.53
O000489,EconomyBox,2025-06-26,2025-06-26,1,4.39
O000490,BalticPost,2025-07-20,2025-07-20,1,5.04
O000491,EconomyBox,2025-02-03,2025-02-02,1,5.28
O000492,BalticPost,2025-03-13,2025-03-15,0,5.34
O000493,EconomyBox,2025-04-10,2025-04-09,1,4.85
O000494,EconomyBox,2025-07-27,2025-07-26,1,3.48
O000495,BalticPost,2025-06-10,2025-06-14,0,5.55
O000496,BalticPost,2025-07-15,2025-07-15,1,6.13
O000497,FastShip,2025-03-20,2025-03-19,1,6.1
O000498,EconomyBox,2025-03-18,2025-03-18,1,3.99
O000499,BalticPost,2025-04-27,2025-04-26,1,4.58
O000500,BalticPost,2025-10-28,2025-10-27,1,4.73
O000501,EconomyBox,2025-12-08,2025-12-08,1,3.46
O000502,EconomyBox,2025-12-03,2025-12-05,0,4.2
O000503,FastShip,2025-04-30,2025-04-29,1,6.16
O000504,EconomyBox,2025-02-01,2025-02-01,1,4.34
O000505,EconomyBox,2025-03-05,2025-03-05,1,3.51
O000506,FastShip,2025-09-15,2025-09-15,1,4.66
O000507,BalticPost,2025-10-16,2025-10-16,1,4.2
O000508,BalticPost,2025-07-26,2025-07-26,1,4.65
O000509,BalticPost,2025-09-12,2025-09-12,1,5.05
O000510,BalticPost,2025-08-15,2025-08-14,1,4.84
O000511,BalticPost,2025-05-28,2025-05-27,1,4.11
O000512,BalticPost,2025-01-08,2025-01-07,1,4.29
O000513,EconomyBox,2025-05-28,2025-05-28,1,4.16
O000514,EconomyBox,2025-08-07,2025-08-07,1,2.97
O000515,EconomyBox,2025-09-05,2025-09-04,1,4.04
O000516,FastShip,2025-05-06,2025-05-05,1,4.36
O000517,BalticPost,2025-06-02,2025-06-01,1,3.62
O000518,EconomyBox,2025-09-18,2025-09-17,1,4.12
O000519,BalticPost,2025-09-20,2025-09-19,1,4.3
O000520,BalticPost,2025-10-17,2025-10-16,1,4.72
O000521,FastShip,2025-09-17,2025-09-17,1,5.58
O000522,BalticPost,2025-08-11,2025-08-11,1,3.52
O000523,BalticPost,2025-09-06,2025-09-05,1,3.99
O000524,BalticPost,2025-09-16,2025-09-15,1,4.18
O000525,BalticPost,2025-11-06,2025-11-06,1,3.78
O000526,BalticPost,2025-04-30,2025-04-30,1,3.59
O000527,FastShip,2025-01-27,2025-01-27,1,5.17
O000528,EconomyBox,2025-02-25,2025-02-25,1,3.77
O000529,BalticPost,2025-04-05,2025-04-04,1,5.49
O000530,EconomyBox,2025-03-20,2025-03-19,1,3.69
O000531,FastShip,2025-09-10,2025-09-09,1,4.52
O000532,FastShip,2025-10-05,2025-10-05,1,4.44
O000533,FastShip,2025-10-28,2025-10-31,0,5.33
O000534,BalticPost,2025-05-25,2025-05-24,1,5.29
O000535,FastShip,2025-06-23,2025-06-22,1,5.84
O000536,BalticPost,2025-02-22,2025-02-21,1,4.83
O000537,BalticPost,2025-03-16,2025-03-16,1,3.78
O000538,FastShip,2025-03-25,2025-03-25,1,4.53
O000539,FastShip,2025-10-13,2025-10-13,1,4.7
O000540,FastShip,2025-02-22,2025-02-21,1,5.66
O000541,EconomyBox,2025-10-27,2025-10-27,1,3.86
O000542,BalticPost,2025-08-14,2025-08-13,1,4.19
O000543,EconomyBox,2025-01-24,2025-01-24,1,3.52
O000544,FastShip,2025-09-09,2025-09-08,1,6.08
O000545,EconomyBox,2025-04-25,2025-04-25,1,3.56
O000546,BalticPost,2025-05-25,2025-05-25,1,3.44
O000547,BalticPost,2025-07-12,2025-07-11,1,4.67
O000548,BalticPost,2025-06-30,2025-06-30,1,4.11
O000549,BalticPost,2025-10-18,2025-10-17,1,4.58
O000550,FastShip,2025-12-01,2025-11-30,1,5.35
O000551,BalticPost,2025-03-01,2025-02-28,1,4.23
O000552,EconomyBox,2025-05-10,2025-05-09,1,2.92
O000553,BalticPost,2025-09-01,2025-08-31,1,6.12
O000554,BalticPost,2025-05-23,2025-05-23,1,4.31
O000555,BalticPost,2025-06-02,2025-06-01,1,3.6
O000556,BalticPost,2025-04-30,2025-04-29,1,5.23
O000557,FastShip,2025-10-14,2025-10-13,1,4.58
O000558,EconomyBox,2025-06-02,2025-06-02,1,4.57
O000559,BalticPost,2025-07-03,2025-07-02,1,5.26
O000560,FastShip,2025-08-31,2025-08-30,1,6.61
O000561,BalticPost,2025-09-27,2025-09-26,1,5.93
O000562,BalticPost,2025-03-16,2025-03-16,1,3.7
O000563,EconomyBox,2025-04-08,2025-04-11,0,3.61
O000564,EconomyBox,2025-06-16,2025-06-15,1,3.71
O000565,FastShip,2025-02-20,2025-02-23,0,6.67
O000566,BalticPost,2025-03-21,2025-03-23,0,5.66
O000567,FastShip,2025-04-19,2025-04-18,1,5.73
O000568,BalticPost,2025-09-27,2025-09-26,1,5.18
O000569,BalticPost,2025-08-20,2025-08-19,1,4.48
O000570,EconomyBox,2025-05-28,2025-05-27,1,3.23
O000571,BalticPost,2025-06-25,2025-06-24,1,3.82
O000572,BalticPost,2025-09-14,2025-09-13,1,4.7
O000573,FastShip,2025-06-26,2025-06-25,1,4.27
O000574,EconomyBox,2025-04-06,2025-04-06,1,4.34
O000575,EconomyBox,2025-05-23,2025-05-22,1,2.92
O000576,FastShip,2025-09-30,2025-09-29,1,5.1
O000577,BalticPost,2025-01-22,2025-01-22,1,3.42
O000578,FastShip,2025-02-27,2025-02-26,1,5.32
O000579,EconomyBox,2025-06-13,2025-06-12,1,3.51
O000580,BalticPost,2025-06-16,2025-06-16,1,4.85
O000581,BalticPost,2025-06-22,2025-06-22,1,5.42
O000582,BalticPost,2025-04-26,2025-04-29,0,4.54
O000583,EconomyBox,2025-05-28,2025-05-27,1,3.72
O000584,FastShip,2025-02-05,2025-02-05,1,4.88
O000585,BalticPost,2025-10-05,2025-10-04,1,3.65
O000586,FastShip,2025-08-25,2025-08-24,1,5.41
O000587,BalticPost,2025-06-05,2025-06-05,1,3.79
O000588,FastShip,2025-06-29,2025-06-28,1,5.44
O000589,EconomyBox,2025-07-05,2025-07-08,0,5.05
O000590,EconomyBox,2025-08-08,2025-08-08,1,4.81
O000591,BalticPost,2025-09-18,2025-09-17,1,5.31
O000592,FastShip,2025-05-17,2025-05-17,1,5.1
O000593,FastShip,2025-05-09,2025-05-08,1,5.26
O000594,FastShip,2025-06-16,2025-06-16,1,5.89
O000595,FastShip,2025-07-17,2025-07-16,1,5.37
O000596,FastShip,2025-08-05,2025-08-04,1,5.97
O000597,EconomyBox,2025-07-19,2025-07-19,1,3.94
O000598,BalticPost,2025-09-01,2025-09-01,1,5.25
O000599,BalticPost,2025-06-20,2025-06-20,1,4.72
O000600,FastShip,2025-04-06,2025-04-06,1,5.92
O000601,BalticPost,2025-05-22,2025-05-22,1,5.24
O000602,BalticPost,2025-06-21,2025-06-21,1,4.06
O000603,FastShip,2025-02-19,2025-02-19,1,4.34
O000604,BalticPost,2025-04-24,2025-04-24,1,4.62
O000605,FastShip,2025-05-13,2025-05-12,1,4.31
O000606,BalticPost,2025-07-05,2025-07-05,1,4.35
O000607,FastShip,2025-01-27,2025-01-27,1,5.61
O000608,FastShip,2025-05-16,2025-05-15,1,5.33
O000609,BalticPost,2025-06-06,2025-06-05,1,4.07
O000610,EconomyBox,2025-09-30,2025-09-30,1,3.46
O000611,BalticPost,2025-09-04,2025-09-03,1,4.85
O000612,FastShip,2025-04-25,2025-04-24,1,5.06
O000613,FastShip,2025-07-12,2025-07-11,1,5.88
O000614,BalticPost,2025-08-18,2025-08-17,1,5.31
O000615,BalticPost,2025-09-08,2025-09-07,1,4.86
O000616,FastShip,2025-03-05,2025-03-05,1,6.25
O000617,BalticPost,2025-01-19,2025-01-19,1,4.26
O000618,FastShip,2025-10-04,2025-10-04,1,4.93
O000619,BalticPost,2025-09-28,2025-09-28,1,5.32
O000620,EconomyBox,2025-06-28,2025-06-27,1,4.6
O000621,BalticPost,2025-09-28,2025-09-28,1,4.03
O000622,BalticPost,2025-09-08,2025-09-08,1,3.64
O000623,EconomyBox,2025-08-21,2025-08-20,1,3.79
O000624,EconomyBox,2025-07-17,2025-07-16,1,4.0
O000625,EconomyBox,2025-08-19,2025-08-19,1,4.6
O000626,BalticPost,2025-05-13,2025-05-12,1,3.4
O000627,EconomyBox,2025-06-15,2025-06-14,1,3.66
O000628,BalticPost,2025-10-21,2025-10-20,1,4.42
O000629,FastShip,2025-07-10,2025-07-10,1,5.07
O000630,EconomyBox,2025-04-30,2025-04-29,1,4.4
O000631,BalticPost,2025-06-09,2025-06-08,1,5.77
O000632,BalticPost,2025-10-06,2025-10-05,1,3.88
O000633,BalticPost,2025-05-29,2025-05-29,1,3.87
O000634,EconomyBox,2025-06-13,2025-06-16,0,3.93
O000635,FastShip,2025-10-01,2025-09-30,1,5.49
O000636,FastShip,2025-07-28,2025-07-28,1,6.43
O000637,BalticPost,2025-06-13,2025-06-12,1,4.69
O000638,FastShip,2025-05-18,2025-05-18,1,4.89
O000639,EconomyBox,2025-06-19,2025-06-19,1,3.16
O000640,FastShip,2025-08-22,2025-08-24,0,4.3
O000641,FastShip,2025-07-30,2025-07-29,1,5.99
O000642,FastShip,2025-04-27,2025-04-26,1,6.44
O000643,FastShip,2025-10-20,2025-10-20,1,5.68
O000644,FastShip,2025-07-01,2025-06-30,1,4.86
O000645,EconomyBox,2025-10-18,2025-10-18,1,4.2
O000646,BalticPost,2025-12-04,2025-12-03,1,4.73
O000647,BalticPost,2025-03-07,2025-03-06,1,4.75
O000648,EconomyBox,2025-03-22,2025-03-21,1,4.02
O000649,BalticPost,2025-10-27,2025-10-27,1,4.22
O000650,BalticPost,2025-12-09,2025-12-09,1,4.82
O000651,BalticPost,2025-04-28,2025-04-28,1,4.66
O000652,BalticPost,2025-03-27,2025-03-26,1,4.82
O000653,BalticPost,2025-03-13,2025-03-12,1,4.3
O000654,EconomyBox,2025-04-25,2025-04-25,1,3.24
O000655,BalticPost,2025-02-23,2025-02-23,1,4.81
O000656,FastShip,2025-07-01,2025-07-01,1,5.72
O000657,BalticPost,2025-04-26,2025-04-25,1,5.33
O000658,FastShip,2025-05-23,2025-05-23,1,7.12
O000659,FastShip,2025-07-04,2025-07-04,1,5.5
O000660,FastShip,2025-07-21,2025-07-20,1,6.58
O000661,BalticPost,2025-06-13,2025-06-17,0,6.06
O000662,BalticPost,2025-07-13,2025-07-17,0,5.99
O000663,EconomyBox,2025-05-11,2025-05-10,1,4.34
O000664,BalticPost,2025-03-20,2025-03-19,1,4.55
O000665,BalticPost,2025-04-12,2025-04-11,1,5.17
O000666,FastShip,2025-05-17,2025-05-16,1,5.43
O000667,FastShip,2025-10-05,2025-10-04,1,4.98
O000668,EconomyBox,2025-07-13,2025-07-12,1,4.48
O000669,BalticPost,2025-05-01,2025-04-30,1,5.17
O000670,BalticPost,2025-02-02,2025-02-02,1,4.75
O000671,FastShip,2025-08-24,2025-08-23,1,6.26
O000672,FastShip,2025-05-28,2025-05-27,1,5.71
O000673,BalticPost,2025-07-12,2025-07-12,1,4.84
O000674,BalticPost,2025-01-05,2025-01-04,1,5.71
O000675,EconomyBox,2025-01-27,2025-01-27,1,5.15
O000676,BalticPost,2025-04-26,2025-04-25,1,4.45
O000677,EconomyBox,2025-06-06,2025-06-07,0,4.11
O000678,BalticPost,2025-04-28,2025-05-01,0,4.35
O000679,FastShip,2025-10-11,2025-10-10,1,5.39
O000680,BalticPost,2025-11-24,2025-11-24,1,3.44
O000681,EconomyBox,2025-12-26,2025-12-26,1,4.29
O000682,BalticPost,2025-03-10,2025-03-10,1,4.36
O000683,FastShip,2025-03-22,2025-03-21,1,5.88
O000684,FastShip,2025-02-01,2025-01-31,1,4.58
O000685,FastShip,2025-06-25,2025-06-24,1,5.61
O000686,FastShip,2025-07-26,2025-07-26,1,5.65
O000687,BalticPost,2025-09-23,2025-09-22,1,4.17
O000688,FastShip,2025-04-10,2025-04-10,1,6.7
O000689,FastShip,2025-05-10,2025-05-10,1,5.84
O000690,BalticPost,2025-06-17,2025-06-16,1,5.96
O000691,EconomyBox,2025-02-11,2025-02-11,1,4.36
O000692,FastShip,2025-03-19,2025-03-19,1,5.59
O000693,EconomyBox,2025-10-23,2025-10-23,1,4.65
O000694,BalticPost,2025-12-05,2025-12-04,1,5.26
O000695,FastShip,2025-05-21,2025-05-20,1,6.84
O000696,EconomyBox,2025-04-24,2025-04-23,1,2.99
O000697,BalticPost,2025-05-27,2025-05-30,0,4.26
O000698,FastShip,2025-08-30,2025-08-29,1,5.56
O000699,FastShip,2025-10-12,2025-10-11,1,5.17
O000700,BalticPost,2025-05-02,2025-05-02,1,5.24
O000701,FastShip,2025-06-05,2025-06-04,1,5.24
O000702,FastShip,2025-03-30,2025-03-30,1,4.45
O000703,FastShip,2025-08-04,2025-08-04,1,6.46
O000704,EconomyBox,2025-06-22,2025-06-24,0,3.79
O000705,BalticPost,2025-09-19,2025-09-18,1,4.23
O000706,BalticPost,2025-06-13,2025-06-12,1,4.53
O000707,EconomyBox,2025-08-16,2025-08-15,1,2.99
O000708,BalticPost,2025-09-21,2025-09-23,0,4.61
O000709,FastShip,2025-02-03,2025-02-03,1,6.08
O000710,BalticPost,2025-02-23,2025-02-22,1,5.25
O000711,FastShip,2025-01-25,2025-01-25,1,4.27
O000712,EconomyBox,2025-10-10,2025-10-09,1,3.72
O000713,BalticPost,2025-03-13,2025-03-12,1,5.58
O000714,BalticPost,2025-04-05,2025-04-04,1,5.98
O000715,EconomyBox,2025-02-05,2025-02-05,1,4.12
O000716,BalticPost,2025-02-14,2025-02-13,1,5.37
O000717,BalticPost,2025-10-14,2025-10-13,1,5.69
O000718,FastShip,2025-11-07,2025-11-06,1,6.62
O000719,BalticPost,2025-12-29,2025-12-28,1,6.06
O000720,BalticPost,2025-12-31,2025-12-30,1,5.09
O000721,BalticPost,2025-07-08,2025-07-07,1,5.25
O000722,BalticPost,2025-04-22,2025-04-21,1,5.39
O000723,BalticPost,2025-06-26,2025-06-26,1,4.79
O000724,BalticPost,2025-09-12,2025-09-16,0,5.2
O000725,BalticPost,2025-07-18,2025-07-18,1,5.53
O000726,EconomyBox,2025-08-25,2025-08-28,0,4.17
O000727,FastShip,2025-02-13,2025-02-12,1,6.05
O000728,FastShip,2025-10-14,2025-10-14,1,4.3
O000729,EconomyBox,2025-01-31,2025-01-30,1,4.89
O000730,EconomyBox,2025-04-25,2025-04-24,1,3.63
O000731,FastShip,2025-02-27,2025-02-27,1,4.67
O000732,FastShip,2025-08-13,2025-08-13,1,5.19
O000733,FastShip,2025-07-13,2025-07-13,1,4.55
O000734,EconomyBox,2025-01-25,2025-01-25,1,3.22
O000735,EconomyBox,2025-10-19,2025-10-19,1,4.12
O000736,FastShip,2025-09-18,2025-09-18,1,6.38
O000737,FastShip,2025-10-20,2025-10-19,1,6.99
O000738,FastShip,2025-01-15,2025-01-14,1,7.09
O000739,EconomyBox,2025-02-11,2025-02-11,1,3.96
O000740,FastShip,2025-10-07,2025-10-06,1,6.59
O000741,EconomyBox,2025-11-03,2025-11-03,1,5.01
O000742,FastShip,2025-10-23,2025-10-22,1,4.91
O000743,FastShip,2025-06-23,2025-06-22,1,5.08
O000744,BalticPost,2025-04-05,2025-04-05,1,4.6
O000745,FastShip,2025-10-21,2025-10-20,1,4.67
O000746,EconomyBox,2025-10-31,2025-10-31,1,4.0
O000747,EconomyBox,2025-03-31,2025-04-04,0,4.47
O000748,BalticPost,2025-02-25,2025-02-24,1,4.0
O000749,FastShip,2025-10-05,2025-10-04,1,5.59
O000750,BalticPost,2025-08-25,2025-08-25,1,4.68
O000751,BalticPost,2025-07-27,2025-07-26,1,4.93
O000752,BalticPost,2025-02-22,2025-02-21,1,5.34
O000753,FastShip,2025-10-10,2025-10-10,1,6.83
O000754,BalticPost,2025-11-16,2025-11-15,1,5.43
O000755,BalticPost,2025-06-10,2025-06-10,1,4.25
O000756,BalticPost,2025-07-10,2025-07-10,1,5.4
O000757,BalticPost,2025-08-07,2025-08-06,1,5.04
O000758,EconomyBox,2025-08-06,2025-08-05,1,3.98
O000759,FastShip,2025-09-22,2025-09-21,1,4.69
O000760,EconomyBox,2025-10-12,2025-10-12,1,4.2
O000761,FastShip,2025-07-05,2025-07-05,1,5.41
O000762,BalticPost,2025-03-24,2025-03-24,1,4.41
O000763,BalticPost,2025-05-09,2025-05-09,1,4.53
O000764,FastShip,2025-06-19,2025-06-18,1,6.25
O000765,FastShip,2025-09-15,2025-09-19,0,7.07
O000766,EconomyBox,2025-08-14,2025-08-14,1,3.58
O000767,EconomyBox,2025-10-30,2025-10-30,1,3.37
O000768,FastShip,2025-05-25,2025-05-24,1,6.66
O000769,BalticPost,2025-09-07,2025-09-06,1,4.83
O000770,BalticPost,2025-03-26,2025-03-26,1,4.95
O000771,EconomyBox,2025-06-20,2025-06-24,0,3.62
O000772,FastShip,2025-07-19,2025-07-18,1,6.51
O000773,EconomyBox,2025-08-16,2025-08-15,1,4.29
O000774,FastShip,2025-10-02,2025-10-02,1,5.39
O000775,BalticPost,2025-01-31,2025-01-31,1,4.04
O000776,BalticPost,2025-02-18,2025-02-17,1,3.7
O000777,FastShip,2025-08-26,2025-08-25,1,6.25
O000778,FastShip,2025-09-14,2025-09-14,1,5.18
O000779,BalticPost,2025-11-01,2025-10-31,1,4.6
O000780,BalticPost,2025-06-25,2025-06-24,1,4.16
O000781,BalticPost,2025-06-30,2025-06-29,1,4.65
O000782,BalticPost,2025-03-11,2025-03-10,1,3.55
O000783,FastShip,2025-06-19,2025-06-19,1,4.91
O000784,FastShip,2025-07-17,2025-07-16,1,4.88
O000785,EconomyBox,2025-08-06,2025-08-06,1,3.5
O000786,BalticPost,2025-05-30,2025-05-30,1,4.73
O000787,BalticPost,2025-03-21,2025-03-21,1,3.89
O000788,FastShip,2025-04-08,2025-04-07,1,4.68
O000789,FastShip,2025-04-26,2025-04-25,1,4.99
O000790,BalticPost,2025-04-12,2025-04-11,1,4.53
O000791,BalticPost,2025-05-28,2025-05-28,1,4.42
O000792,BalticPost,2025-10-27,2025-10-26,1,4.65
O000793,EconomyBox,2025-08-25,2025-08-25,1,5.22
O000794,FastShip,2025-06-08,2025-06-07,1,6.01
O000795,BalticPost,2025-06-29,2025-07-01,0,4.95
O000796,FastShip,2025-08-05,2025-08-05,1,7.04
O000797,FastShip,2025-01-12,2025-01-12,1,5.01
O000798,FastShip,2025-01-31,2025-01-30,1,5.32
O000799,FastShip,2025-04-10,2025-04-10,1,4.34
O000800,BalticPost,2025-05-15,2025-05-14,1,3.75
O000801,BalticPost,2025-07-28,2025-07-31,0,4.86
O000802,EconomyBox,2025-10-14,2025-10-14,1,3.06
O000803,FastShip,2025-06-06,2025-06-05,1,6.17
O000804,BalticPost,2025-05-08,2025-05-07,1,3.41
O000805,BalticPost,2025-06-24,2025-06-23,1,4.12
O000806,EconomyBox,2025-08-23,2025-08-23,1,4.74
O000807,FastShip,2025-09-25,2025-09-24,1,5.77
O000808,BalticPost,2025-02-24,2025-02-23,1,4.03
O000809,BalticPost,2025-09-07,2025-09-07,1,4.73
O000810,BalticPost,2025-01-12,2025-01-12,1,5.31
O000811,FastShip,2025-01-18,2025-01-17,1,5.69
O000812,BalticPost,2025-08-24,2025-08-24,1,4.54
O000813,FastShip,2025-02-12,2025-02-11,1,4.7
O000814,FastShip,2025-04-17,2025-04-16,1,5.86
O000815,FastShip,2025-05-17,2025-05-16,1,6.06
O000816,BalticPost,2025-06-04,2025-06-03,1,4.65
O000817,BalticPost,2025-08-03,2025-08-03,1,4.64
O000818,BalticPost,2025-09-29,2025-09-29,1,4.66
O000819,FastShip,2025-10-23,2025-10-23,1,5.28
O000820,FastShip,2025-06-20,2025-06-20,1,6.29
O000821,FastShip,2025-01-28,2025-01-27,1,5.56
O000822,BalticPost,2025-07-21,2025-07-21,1,5.24
O000823,BalticPost,2025-10-04,2025-10-03,1,4.04
O000824,BalticPost,2025-10-29,2025-10-29,1,3.4
O000825,EconomyBox,2025-11-21,2025-11-20,1,3.25
O000826,BalticPost,2025-07-20,2025-07-19,1,4.95
O000827,FastShip,2025-01-07,2025-01-06,1,6.11
O000828,FastShip,2025-04-08,2025-04-08,1,6.47
O000829,EconomyBox,2025-05-14,2025-05-13,1,5.12
O000830,FastShip,2025-05-08,2025-05-08,1,5.16
O000831,EconomyBox,2025-06-16,2025-06-15,1,3.48
O000832,BalticPost,2025-06-17,2025-06-17,1,4.68
O000833,BalticPost,2025-09-22,2025-09-21,1,3.55
O000834,EconomyBox,2025-08-05,2025-08-04,1,4.62
O000835,BalticPost,2025-07-14,2025-07-13,1,5.16
O000836,EconomyBox,2025-01-06,2025-01-06,1,3.58
O000837,BalticPost,2025-02-02,2025-02-02,1,4.43
O000838,BalticPost,2025-02-28,2025-02-27,1,4.43
O000839,FastShip,2025-07-20,2025-07-20,1,5.54
O000840,BalticPost,2025-09-11,2025-09-10,1,4.56
O000841,BalticPost,2025-06-28,2025-06-28,1,5.13
O000842,FastShip,2025-07-29,2025-07-28,1,5.5
O000843,FastShip,2025-10-02,2025-10-01,1,6.25
O000844,BalticPost,2025-05-23,2025-05-23,1,4.74
O000845,BalticPost,2025-05-25,2025-05-25,1,4.43
O000846,FastShip,2025-07-03,2025-07-03,1,4.66
O000847,EconomyBox,2025-07-26,2025-07-25,1,3.38
O000848,FastShip,2025-04-05,2025-04-05,1,4.89
O000849,EconomyBox,2025-05-10,2025-05-10,1,3.04
O000850,BalticPost,2025-07-10,2025-07-09,1,4.73
O000851,FastShip,2025-07-22,2025-07-22,1,5.62
O000852,FastShip,2025-03-10,2025-03-09,1,6.34
O000853,EconomyBox,2025-09-10,2025-09-10,1,4.0
O000854,FastShip,2025-05-09,2025-05-09,1,5.61
O000855,FastShip,2025-10-01,2025-10-01,1,5.35
O000856,FastShip,2025-06-29,2025-06-29,1,7.01
O000857,FastShip,2025-08-07,2025-08-06,1,6.67
O000858,FastShip,2025-09-25,2025-09-25,1,6.57
O000859,BalticPost,2025-10-10,2025-10-11,0,3.94
O000860,BalticPost,2025-09-18,2025-09-17,1,5.25
O000861,BalticPost,2025-08-14,2025-08-13,1,4.8
O000862,BalticPost,2025-09-27,2025-09-26,1,4.76
O000863,BalticPost,2025-10-23,2025-10-22,1,4.82
O000864,BalticPost,2025-11-06,2025-11-05,1,5.2
O000865,EconomyBox,2025-10-25,2025-10-24,1,4.48
O000866,FastShip,2025-08-19,2025-08-18,1,5.4
O000867,BalticPost,2025-10-04,2025-10-03,1,3.62
O000868,EconomyBox,2025-10-28,2025-10-27,1,3.56
O000869,BalticPost,2025-06-05,2025-06-04,1,4.25
O000870,BalticPost,2025-07-17,2025-07-20,0,3.6
O000871,EconomyBox,2025-07-03,2025-07-03,1,3.13
O000872,FastShip,2025-05-25,2025-05-24,1,5.44
O000873,BalticPost,2025-06-12,2025-06-12,1,4.63
O000874,BalticPost,2025-08-03,2025-08-02,1,3.96
O000875,EconomyBox,2025-08-29,2025-08-29,1,3.16
O000876,BalticPost,2025-11-29,2025-12-01,0,4.22
O000877,EconomyBox,2025-06-16,2025-06-15,1,3.64
O000878,EconomyBox,2025-10-13,2025-10-12,1,4.18
O000879,BalticPost,2025-08-18,2025-08-18,1,5.5
O000880,BalticPost,2025-10-14,2025-10-13,1,4.67
O000881,BalticPost,2025-10-16,2025-10-15,1,4.69
O000882,FastShip,2025-02-24,2025-02-24,1,5.53
O000883,BalticPost,2025-03-23,2025-03-22,1,5.16
O000884,BalticPost,2025-01-24,2025-01-24,1,5.79
O000885,BalticPost,2025-03-02,2025-03-02,1,5.52
O000886,EconomyBox,2025-09-17,2025-09-16,1,3.52
O000887,FastShip,2025-08-11,2025-08-10,1,4.62
O000888,BalticPost,2025-09-30,2025-09-30,1,4.07
O000889,FastShip,2025-11-03,2025-11-02,1,4.88
O000890,FastShip,2025-04-19,2025-04-18,1,4.85
O000891,EconomyBox,2025-10-27,2025-10-26,1,3.69
O000892,BalticPost,2025-02-23,2025-02-23,1,6.13
O000893,BalticPost,2025-03-30,2025-04-01,0,5.47
O000894,BalticPost,2025-05-02,2025-05-01,1,5.76
O000895,BalticPost,2025-07-23,2025-07-22,1,3.62
O000896,BalticPost,2025-01-23,2025-01-22,1,3.96
O000897,BalticPost,2025-02-22,2025-02-21,1,3.89
O000898,FastShip,2025-02-16,2025-02-15,1,5.37
O000899,EconomyBox,2025-01-31,2025-01-31,1,4.84
O000900,BalticPost,2025-02-08,2025-02-07,1,4.61
O000901,BalticPost,2025-03-06,2025-03-05,1,3.78
O000902,BalticPost,2025-10-26,2025-10-26,1,5.3
O000903,BalticPost,2025-07-04,2025-07-03,1,4.74
O000904,EconomyBox,2025-08-10,2025-08-09,1,3.62
O000905,BalticPost,2025-09-12,2025-09-12,1,5.35
O000906,EconomyBox,2025-05-06,2025-05-07,0,4.12
O000907,FastShip,2025-06-03,2025-06-02,1,6.79
O000908,BalticPost,2025-07-13,2025-07-13,1,4.88
O000909,BalticPost,2025-08-20,2025-08-19,1,5.06
O000910,EconomyBox,2025-03-03,2025-03-03,1,3.42
O000911,BalticPost,2025-05-18,2025-05-17,1,3.82
O000912,FastShip,2025-05-08,2025-05-07,1,6.29
O000913,BalticPost,2025-03-05,2025-03-04,1,4.62
O000914,FastShip,2025-06-25,2025-06-24,1,6.42
O000915,EconomyBox,2025-01-14,2025-01-13,1,3.69
O000916,FastShip,2025-02-24,2025-02-24,1,4.3
O000917,BalticPost,2025-04-11,2025-04-11,1,4.6
O000918,BalticPost,2025-05-23,2025-05-22,1,3.52
O000919,EconomyBox,2025-01-20,2025-01-20,1,4.2
O000920,EconomyBox,2025-02-15,2025-02-15,1,3.09
O000921,BalticPost,2025-04-22,2025-04-21,1,4.53
O000922,EconomyBox,2025-06-22,2025-06-22,1,5.11
O000923,BalticPost,2025-08-04,2025-08-03,1,4.23
O000924,FastShip,2025-03-10,2025-03-10,1,4.79
O000925,BalticPost,2025-09-26,2025-09-26,1,4.69
O000926,FastShip,2025-09-30,2025-09-29,1,5.12
O000927,FastShip,2025-09-05,2025-09-05,1,4.73
O000928,FastShip,2025-05-11,2025-05-10,1,5.55
O000929,BalticPost,2025-06-10,2025-06-10,1,4.72
O000930,EconomyBox,2025-10-12,2025-10-11,1,3.01
O000931,BalticPost,2025-04-22,2025-04-22,1,4.25
O000932,BalticPost,2025-04-21,2025-04-20,1,5.78
O000933,BalticPost,2025-01-14,2025-01-13,1,4.5
