order_id,customer_id,prospect_id,order_date,market,acquisition_channel,category,order_status,gross_revenue,discount_amount,refund_amount,product_cost,delivery_cost,payment_cost,fulfillment_cost,attributed_marketing_cost,net_revenue,contribution_margin
O000561,C00402,P01204,2025-09-24,EE,Paid Search,Beauty,completed,59.64,4.17,0,25.65,5.93,1.27,2.49,0.45,55.47,19.68
O000562,C00403,P01208,2025-03-13,LV,Paid Social,Beauty,completed,15.69,0.78,0,7.19,3.7,0.48,2.79,28.07,14.91,-27.32
O000563,C00403,P01208,2025-04-05,LV,Paid Social,Home,completed,101.87,10.19,0,58.6,3.61,2.03,2.57,0.84,91.68,24.03
O000564,C00403,P01208,2025-06-13,LV,Paid Social,Home,completed,69.37,0.0,0,38.27,3.71,1.45,2.23,0.84,69.37,22.87
O000565,C00404,P01209,2025-02-17,EE,Paid Search,Beauty,completed,48.6,0.0,0,21.41,6.67,1.07,2.56,22.9,48.6,-6.01
O000566,C00404,P01209,2025-03-18,EE,Paid Search,Beauty,completed,43.25,0.0,0,18.68,5.66,0.98,2.65,0.69,43.25,14.59
O000567,C00404,P01209,2025-04-16,EE,Paid Search,Beauty,completed,58.12,0.0,0,25.93,5.73,1.25,2.73,0.69,58.12,21.79
O000568,C00405,P01212,2025-09-24,EE,Paid Social,Electronics,completed,105.01,7.35,0,72.82,5.18,2.09,2.12,22.81,97.66,-7.36
O000569,C00406,P01219,2025-08-17,LV,CRM,Home,completed,47.72,0.0,0,27.46,4.48,1.06,2.24,4.43,47.72,8.05
O000570,C00407,P01220,2025-05-25,LV,Organic Search,Electronics,completed,87.5,0.0,78.11,61.15,3.23,1.77,1.95,3.62,9.39,-62.33
O000571,C00408,P01222,2025-06-22,LV,Paid Search,Beauty,completed,58.0,5.8,0,25.19,3.82,1.24,2.65,16.81,52.2,2.49
O000572,C00409,P01223,2025-09-11,EE,Paid Search,Pet Care,completed,29.7,1.49,0,15.28,4.7,0.73,2.17,21.99,28.21,-16.66
O000573,C00410,P01224,2025-06-23,LV,Organic Search,Beauty,completed,42.29,0.0,0,17.67,4.27,0.96,1.95,5.03,42.29,12.41
O000574,C00411,P01226,2025-04-03,LV,Organic Search,Electronics,completed,115.81,5.79,0,80.19,4.34,2.28,2.58,4.18,110.02,16.45
O000575,C00411,P01226,2025-05-20,LV,Organic Search,Sports,completed,96.28,4.81,90.49,60.16,2.92,1.93,2.21,0.13,0.98,-66.37
O000576,C00412,P01235,2025-09-27,LV,Paid Search,Beauty,completed,27.7,1.39,0,12.57,5.1,0.7,1.92,19.09,26.31,-13.07
O000577,C00413,P01236,2025-01-19,LV,Paid Social,Sports,completed,101.51,7.11,0,61.61,3.42,2.03,2.02,26.88,94.4,-1.56
O000578,C00413,P01236,2025-02-24,LV,Paid Social,Sports,completed,85.83,6.01,0,53.41,5.32,1.74,2.16,0.81,79.82,16.38
O000579,C00414,P01240,2025-06-10,LV,Paid Social,Home,completed,69.81,4.89,0,41.45,3.51,1.46,2.44,23.78,64.92,-7.72
O000580,C00415,P01241,2025-06-13,LV,CRM,Beauty,completed,33.4,3.34,0,14.1,4.85,0.8,2.18,3.17,30.06,4.96
O000581,C00416,P01244,2025-06-19,EE,CRM,Sports,completed,84.34,5.9,0,50.59,5.42,1.72,2.4,3.38,78.44,14.93
O000582,C00417,P01246,2025-04-23,LV,Paid Social,Sports,completed,81.81,4.09,0,50.1,4.54,1.67,2.13,24.3,77.72,-5.02
O000583,C00417,P01246,2025-05-25,LV,Paid Social,Beauty,completed,50.87,0.0,44.13,21.26,3.72,1.12,1.98,0.73,6.74,-22.07
O000584,C00418,P01253,2025-02-02,LV,Affiliate,Pet Care,completed,38.52,0.0,0,20.58,4.88,0.89,2.51,18.15,38.52,-8.49
O000585,C00419,P01257,2025-10-02,LV,Paid Social,Electronics,completed,146.67,0.0,107.4,103.82,3.65,2.84,2.62,20.05,39.27,-93.71
O000586,C00420,P01260,2025-08-22,LT,Affiliate,Pet Care,completed,36.39,1.82,0,18.57,5.41,0.86,2.23,14.19,34.57,-6.69
O000587,C00421,P01264,2025-06-02,LV,Paid Social,Electronics,completed,152.81,7.64,0,110.2,3.79,2.95,1.92,17.71,145.17,8.6
O000588,C00422,P01266,2025-06-26,LT,Organic Search,Electronics,completed,110.52,0.0,0,77.44,5.44,2.19,2.01,3.99,110.52,19.45
O000589,C00423,P01269,2025-07-02,EE,CRM,Pet Care,completed,12,0,0,6.43,5.05,0.42,2.58,3.34,12,-5.82
O000590,C00423,P01269,2025-08-05,EE,CRM,Home,completed,91.8,9.18,0,53.2,4.81,1.85,2.42,0.1,82.62,20.24
O000591,C00424,P01272,2025-09-15,LT,Paid Social,Beauty,completed,22.06,0.0,0,9.46,5.31,0.6,2.53,23.78,22.06,-19.62
O000592,C00425,P01274,2025-05-14,LV,Organic Search,Beauty,completed,42.16,0.0,0,17.59,5.1,0.96,2.53,5.03,42.16,10.95
O000593,C00426,P01278,2025-05-06,LV,CRM,Home,completed,93.8,6.57,0,52.85,5.26,1.89,2.18,4.2,87.23,20.85
O000594,C00427,P01280,2025-06-13,LT,Affiliate,Electronics,completed,88.7,6.21,0,60.68,5.89,1.8,2.79,14.52,82.49,-3.19
O000595,C00427,P01280,2025-07-14,LT,Affiliate,Home,completed,71.12,4.98,0,40.79,5.37,1.48,2.38,0.44,66.14,15.68
O000596,C00427,P01280,2025-08-02,LT,Affiliate,Electronics,completed,115.78,8.1,0,79.77,5.97,2.28,2.03,0.44,107.68,17.19
O000597,C00428,P01289,2025-07-16,LT,Affiliate,Electronics,completed,90.27,6.32,0,61.01,3.94,1.82,2.27,15.54,83.95,-0.63
O000598,C00428,P01289,2025-08-29,LT,Affiliate,Sports,completed,43.38,2.17,0,26.9,5.25,0.98,2.29,0.47,41.21,5.32
O000599,C00429,P01294,2025-06-17,LT,Paid Search,Home,completed,47.47,2.37,0,26.4,4.72,1.05,2.28,15.82,45.1,-5.17
O000600,C00430,P01301,2025-04-03,LT,Paid Social,Sports,completed,85.25,4.26,0,49.35,5.92,1.73,2.59,19.63,80.99,1.77
O000601,C00430,P01301,2025-05-19,LT,Paid Social,Electronics,completed,100.24,0.0,0,72.48,5.24,2.0,2.15,0.59,100.24,17.78
O000602,C00430,P01301,2025-06-18,LT,Paid Social,Home,completed,67.65,3.38,0,38.52,4.06,1.42,2.55,0.59,64.27,17.13
O000603,C00431,P01305,2025-02-16,LV,Paid Search,Sports,completed,63.62,4.45,0,37.72,4.34,1.35,2.72,17.83,59.17,-4.79
O000604,C00432,P01309,2025-04-21,LV,Paid Social,Electronics,completed,66.7,0.0,0,47.05,4.62,1.4,2.18,25.77,66.7,-14.32
O000605,C00432,P01309,2025-05-10,LV,Paid Social,Home,completed,88.88,4.44,0,48.89,4.31,1.8,2.18,0.77,84.44,26.49
O000606,C00433,P01315,2025-07-02,LV,Paid Search,Electronics,completed,87.25,4.36,0,62.98,4.35,1.77,2.34,18.37,82.89,-6.92
O000607,C00434,P01316,2025-01-24,LV,Paid Search,Electronics,completed,47.27,4.73,0,31.96,5.61,1.05,2.72,18.7,42.54,-17.5
O000608,C00435,P01318,2025-05-13,LT,Paid Social,Home,completed,50.15,5.02,0,27.93,5.33,1.1,2.49,19.63,45.13,-11.35
O000609,C00435,P01318,2025-06-03,LT,Paid Social,Electronics,completed,117.48,8.22,0,82.57,4.07,2.31,2.15,0.59,109.26,17.57
O000610,C00436,P01323,2025-09-27,LT,Paid Search,Home,completed,81.39,0.0,0,46.37,3.46,1.67,2.75,18.29,81.39,8.85
O000611,C00437,P01324,2025-09-01,LT,Organic Search,Beauty,completed,15.3,0.77,0,6.57,4.85,0.48,2.52,5.81,14.53,-5.7
O000612,C00438,P01333,2025-04-22,LV,Affiliate,Sports,completed,83.87,0.0,0,48.24,5.06,1.71,2.6,16.45,83.87,9.81
O000613,C00439,P01334,2025-07-09,LT,Paid Search,Beauty,completed,42.2,0.0,0,18.22,5.88,0.96,2.14,19.37,42.2,-4.37
O000614,C00439,P01334,2025-08-15,LT,Paid Search,Home,completed,66.16,4.63,0,36.75,5.31,1.39,2.1,0.58,61.53,15.4
O000615,C00440,P01337,2025-09-05,EE,Organic Search,Sports,completed,139.05,9.73,0,84.58,4.86,2.7,2.67,5.37,129.32,29.14
O000616,C00441,P01339,2025-03-02,LT,Affiliate,Pet Care,completed,31.73,1.59,0,16.99,6.25,0.77,2.12,16.68,30.14,-12.67
O000617,C00442,P01341,2025-01-16,LV,Paid Social,Beauty,completed,32.64,1.63,0,14.85,4.26,0.79,2.6,25.54,31.01,-17.03
O000618,C00443,P01343,2025-10-01,LV,Paid Search,Home,completed,76.94,0.0,0,42.8,4.93,1.58,2.59,19.93,76.94,5.11
O000619,C00444,P01346,2025-09-25,LT,Paid Search,Beauty,completed,48.13,2.41,0,22.33,5.32,1.07,2.63,18.29,45.72,-3.92
O000620,C00445,P01348,2025-06-25,LT,Organic Search,Sports,completed,56.84,3.98,0,32.97,4.6,1.22,2.15,5.15,52.86,6.77
O000621,C00446,P01349,2025-09-25,LV,Affiliate,Home,completed,82.17,5.75,0,44.83,4.03,1.68,2.5,16.44,76.42,6.94
O000622,C00447,P01350,2025-09-05,LV,CRM,Electronics,completed,147.6,10.33,0,105.73,3.64,2.86,2.66,4.75,137.27,17.63
O000623,C00448,P01360,2025-08-18,LT,Organic Search,Home,completed,53.3,2.67,0,30.83,3.79,1.16,1.97,5.22,50.63,7.66
O000624,C00449,P01366,2025-07-14,LV,Paid Social,Pet Care,completed,30.74,0.0,0,15.94,4.0,0.75,2.08,23.99,30.74,-16.02
O000625,C00450,P01367,2025-08-16,LT,Organic Search,Pet Care,completed,28.57,0.0,0,15.12,4.6,0.71,1.95,4.77,28.57,1.42
O000626,C00451,P01370,2025-05-10,LV,Paid Social,Pet Care,completed,30.12,3.01,0,15.71,3.4,0.74,2.12,20.35,27.11,-15.21
O000627,C00451,P01370,2025-06-12,LV,Paid Social,Pet Care,completed,40.72,0.0,0,21.02,3.66,0.93,2.76,0.61,40.72,11.74
O000628,C00452,P01373,2025-10-18,LV,CRM,Sports,completed,85.42,5.98,0,50.45,4.42,1.74,2.04,3.16,79.44,17.63
O000629,C00453,P01374,2025-07-07,LV,Affiliate,Home,completed,49.72,0.0,0,28.79,5.07,1.09,2.13,17.5,49.72,-4.86
O000630,C00454,P01378,2025-04-27,LT,CRM,Electronics,completed,167.26,8.36,158.03,119.61,4.4,3.21,1.97,4.25,0.87,-132.57
O000631,C00455,P01381,2025-06-06,EE,Paid Search,Pet Care,completed,47.88,2.39,0,25.07,5.77,1.06,2.1,18.5,45.49,-7.01
O000632,C00456,P01386,2025-10-03,LV,Paid Social,Electronics,completed,107.56,0.0,0,73.87,3.88,2.14,1.94,27.7,107.56,-1.97
O000633,C00457,P01388,2025-05-26,LV,Paid Search,Beauty,completed,50.96,2.55,0,21.2,3.87,1.12,2.09,14.21,48.41,5.92
O000634,C00458,P01395,2025-06-10,EE,Paid Search,Home,completed,88.67,6.21,0,52.2,3.93,1.8,2.29,17.25,82.46,4.99
O000635,C00459,P01405,2025-09-28,LV,Organic Search,Beauty,completed,41.29,0.0,0,17.45,5.49,0.94,2.03,5.14,41.29,10.24
O000636,C00460,P01407,2025-07-25,LT,Paid Search,Electronics,completed,42.23,0.0,0,29.15,6.43,0.96,2.79,17.69,42.23,-14.79
O000637,C00461,P01408,2025-06-10,EE,Organic Search,Beauty,completed,33.29,0.0,24.25,15.4,4.69,0.8,2.24,3.89,9.04,-17.98
O000638,C00462,P01416,2025-05-15,LV,Paid Search,Electronics,completed,97.98,9.8,0,67.65,4.89,1.96,2.35,14.7,88.18,-3.37
O000639,C00462,P01416,2025-06-16,LV,Paid Search,Sports,completed,99.7,6.98,0,57.67,3.16,1.99,2.14,0.44,92.72,27.32
O000640,C00462,P01416,2025-08-19,LV,Paid Search,Electronics,completed,108.61,7.6,0,74.77,4.3,2.15,2.55,0.44,101.01,16.8
O000641,C00463,P01418,2025-07-27,LT,Paid Search,Sports,completed,62.32,0.0,0,37.71,5.99,1.32,2.17,23.55,62.32,-8.42
O000642,C00464,P01421,2025-04-24,LT,Paid Social,Pet Care,completed,43.83,4.38,0,22.34,6.44,0.99,2.63,17.56,39.45,-10.51
O000643,C00465,P01422,2025-10-17,LV,Organic Search,Electronics,completed,130.3,0.0,0,92.03,5.68,2.55,2.09,3.96,130.3,23.99
O000644,C00466,P01424,2025-06-28,LV,CRM,Beauty,completed,53.61,5.36,0,24.76,4.86,1.16,2.23,4.54,48.25,10.7
O000645,C00467,P01429,2025-10-15,LV,CRM,Electronics,completed,171.38,12.0,0,121.56,4.2,3.28,2.54,3.99,159.38,23.81
O000646,C00467,P01429,2025-12-01,LV,CRM,Beauty,completed,38.92,1.95,0,17.11,4.73,0.9,2.78,0.12,36.97,11.33
O000647,C00468,P01431,2025-03-04,LT,Affiliate,Sports,completed,80.13,5.61,0,47.73,4.75,1.64,2.15,18.01,74.52,0.24
O000648,C00469,P01437,2025-03-19,LV,Paid Social,Electronics,completed,81.43,5.7,0,56.96,4.02,1.67,2.55,25.36,75.73,-14.83
O000649,C00470,P01438,2025-10-24,LT,Paid Social,Beauty,completed,12,0,0,5.5,4.22,0.42,2.04,26.03,12,-26.21
O000650,C00470,P01438,2025-12-06,LT,Paid Social,Electronics,completed,111.34,7.79,0,79.29,4.82,2.2,2.03,0.78,103.55,14.43
O000651,C00471,P01439,2025-04-25,EE,Organic Search,Sports,completed,77.72,0.0,0,46.43,4.66,1.6,2.17,5.0,77.72,17.86
O000652,C00472,P01440,2025-03-24,EE,Paid Search,Sports,completed,88.36,6.19,0,51.94,4.82,1.79,2.29,20.96,82.17,0.37
O000653,C00473,P01441,2025-03-10,LV,Paid Social,Home,completed,97.74,6.84,0,53.42,4.3,1.96,2.68,23.78,90.9,4.76
O000654,C00473,P01441,2025-04-22,LV,Paid Social,Pet Care,completed,23.79,0.0,0,12.14,3.24,0.63,2.67,0.71,23.79,4.4
O000655,C00474,P01442,2025-02-20,EE,Paid Search,Electronics,completed,66.53,4.66,0,45.89,4.81,1.4,1.91,17.74,61.87,-9.88
O000656,C00475,P01451,2025-06-28,EE,Paid Search,Sports,completed,60.46,6.05,0,36.95,5.72,1.29,2.79,15.94,54.41,-8.28
O000657,C00476,P01453,2025-04-23,EE,Affiliate,Beauty,completed,54.91,2.75,0,25.45,5.33,1.19,2.53,15.93,52.16,1.73
O000658,C00476,P01453,2025-05-20,EE,Affiliate,Pet Care,completed,44.72,2.24,0,24.04,7.12,1.0,2.49,0.48,42.48,7.35
O000659,C00477,P01455,2025-07-01,LV,Paid Search,Sports,completed,38.99,1.95,0,23.13,5.5,0.9,2.31,16.58,37.04,-11.38
O000660,C00478,P01457,2025-07-18,EE,CRM,Beauty,completed,40.59,0.0,0,17.23,6.58,0.93,2.44,3.7,40.59,9.71
O000661,C00479,P01460,2025-06-10,EE,Organic Search,Electronics,completed,88.98,6.23,0,62.72,6.06,1.8,2.03,5.02,82.75,5.12
O000662,C00479,P01460,2025-07-10,EE,Organic Search,Sports,completed,40.33,0.0,0,24.94,5.99,0.93,2.39,0.15,40.33,5.93
O000663,C00480,P01461,2025-05-08,LV,Paid Social,Sports,completed,73.41,0.0,0,43.72,4.34,1.52,2.42,22.42,73.41,-1.01
O000664,C00481,P01466,2025-03-17,LT,Paid Social,Home,completed,68.76,4.81,0,39.61,4.55,1.44,2.56,25.58,63.95,-9.79
O000665,C00481,P01466,2025-04-09,LT,Paid Social,Beauty,completed,33.38,1.67,0,15.01,5.17,0.8,2.76,0.77,31.71,7.2
O000666,C00481,P01466,2025-05-14,LT,Paid Social,Home,completed,57.99,4.06,0,33.75,5.43,1.24,2.27,0.77,53.93,10.47
O000667,C00482,P01468,2025-10-02,LV,Paid Search,Beauty,completed,44.32,0.0,0,19.72,4.98,1.0,2.79,16.39,44.32,-0.56
O000668,C00483,P01475,2025-07-10,LT,Paid Search,Electronics,completed,67.89,4.75,0,47.39,4.48,1.42,2.5,22.16,63.14,-14.81
O000669,C00484,P01478,2025-04-28,EE,Affiliate,Sports,completed,81.31,0.0,0,46.94,5.17,1.66,2.17,13.01,81.31,12.36
O000670,C00485,P01479,2025-01-30,LV,Organic Search,Electronics,completed,107.91,10.79,0,73.43,4.75,2.14,1.98,5.92,97.12,8.9
O000671,C00486,P01481,2025-08-21,LT,Paid Search,Pet Care,completed,46.69,0.0,0,23.8,6.26,1.04,2.64,18.25,46.69,-5.3
O000672,C00487,P01482,2025-05-25,LT,Paid Search,Home,completed,34.7,3.47,0,19.66,5.71,0.82,2.35,15.51,31.23,-12.82
O000673,C00487,P01482,2025-07-09,LT,Paid Search,Pet Care,completed,28.01,2.8,0,15.15,4.84,0.7,2.46,0.47,25.21,1.59
O000674,C00488,P01484,2025-01-02,EE,Paid Social,Pet Care,completed,44.42,2.22,0,22.53,5.71,1.0,2.5,23.84,42.2,-13.38
O000675,C00488,P01484,2025-01-24,EE,Paid Social,Home,completed,57.87,0.0,0,34.33,5.15,1.24,1.93,0.72,57.87,14.5
O000676,C00489,P01491,2025-04-23,LV,Paid Search,Pet Care,completed,51.36,0.0,0,27.85,4.45,1.12,2.6,19.67,51.36,-4.33
O000677,C00489,P01491,2025-06-03,LV,Paid Search,Sports,completed,71.12,7.11,0,42.89,4.11,1.48,2.29,0.59,64.01,12.65
O000678,C00490,P01501,2025-04-25,LV,CRM,Electronics,completed,103.33,7.23,0,69.86,4.35,2.06,2.3,4.15,96.1,13.38
O000679,C00491,P01507,2025-10-08,LV,Paid Search,Beauty,completed,12,0,0,5.48,5.39,0.42,2.42,21.27,12,-22.98
O000680,C00491,P01507,2025-11-21,LV,Paid Search,Pet Care,completed,28.22,0.0,0,14.06,3.44,0.71,2.73,0.64,28.22,6.64
O000681,C00491,P01507,2025-12-23,LV,Paid Search,Beauty,completed,38.62,0.0,32.59,17.17,4.29,0.9,2.6,0.64,6.03,-19.57
O000682,C00492,P01509,2025-03-07,LV,Paid Social,Home,completed,69.52,4.87,0,39.82,4.36,1.45,2.54,27.25,64.65,-10.77
O000683,C00493,P01511,2025-03-19,EE,Paid Search,Beauty,completed,19.14,0.0,0,8.77,5.88,0.54,2.55,17.59,19.14,-16.19
O000684,C00494,P01514,2025-01-29,LV,Organic Search,Pet Care,completed,21.24,1.06,0,11.24,4.58,0.58,2.54,5.64,20.18,-4.4
O000685,C00495,P01518,2025-06-22,LT,Organic Search,Beauty,completed,47.36,4.74,0,20.81,5.61,1.05,2.41,5.24,42.62,7.5
O000686,C00495,P01518,2025-07-23,LT,Organic Search,Beauty,completed,31.05,0.0,0,13.37,5.65,0.76,2.62,0.16,31.05,8.49
O000687,C00496,P01520,2025-09-20,LV,Paid Social,Home,completed,45.52,4.55,0,24.98,4.17,1.02,2.05,21.28,40.97,-12.53
O000688,C00497,P01526,2025-04-07,EE,Paid Search,Electronics,completed,185.04,12.95,0,127.96,6.7,3.53,2.2,20.33,172.09,11.37
O000689,C00497,P01526,2025-05-07,EE,Paid Search,Electronics,completed,83.92,5.87,0,57.23,5.84,1.71,2.57,0.61,78.05,10.09
O000690,C00497,P01526,2025-06-14,EE,Paid Search,Electronics,completed,48.57,0.0,38.62,35.04,5.96,1.07,2.7,0.61,9.95,-35.43
O000691,C00498,P01529,2025-02-08,LV,Organic Search,Beauty,completed,57.62,0.0,0,24.34,4.36,1.24,2.63,5.09,57.62,19.96
O000692,C00498,P01529,2025-03-16,LV,Organic Search,Pet Care,completed,29.71,2.97,0,15.02,5.59,0.73,2.27,0.15,26.74,2.98
O000693,C00499,P01536,2025-10-20,LT,Paid Search,Beauty,completed,49.41,0.0,0,21.61,4.65,1.09,2.34,15.31,49.41,4.41
O000694,C00499,P01536,2025-12-02,LT,Paid Search,Sports,completed,39.01,3.9,0,22.5,5.26,0.9,2.62,0.46,35.11,3.37
O000695,C00500,P01538,2025-05-18,EE,CRM,Sports,completed,130.85,0.0,0,80.24,6.84,2.56,1.95,4.15,130.85,35.11
O000696,C00501,P01539,2025-04-21,LV,Affiliate,Home,completed,64.57,4.52,0,35.92,2.99,1.36,2.36,15.28,60.05,2.14
O000697,C00501,P01539,2025-05-24,LV,Affiliate,Home,completed,54.63,2.73,0,31.85,4.26,1.18,2.79,0.46,51.9,11.36
O000698,C00502,P01541,2025-08-27,LV,Affiliate,Electronics,completed,52.21,0.0,0,35.9,5.56,1.14,2.08,19.19,52.21,-11.66
O000699,C00502,P01541,2025-10-09,LV,Affiliate,Beauty,completed,41.4,0.0,0,17.94,5.17,0.95,2.77,0.58,41.4,13.99
O000700,C00503,P01549,2025-04-29,LT,Paid Search,Pet Care,completed,32.17,0.0,27.17,16.48,5.24,0.78,2.16,15.02,5.0,-34.68
O000701,C00503,P01549,2025-06-02,LT,Paid Search,Sports,completed,62.08,0.0,0,35.74,5.24,1.32,2.63,0.45,62.08,16.7
O000702,C00504,P01550,2025-03-27,LV,Paid Social,Home,completed,55.63,3.89,0,32.71,4.45,1.2,2.18,20.81,51.74,-9.61
O000703,C00505,P01552,2025-08-01,LT,Organic Search,Beauty,completed,48.62,0.0,0,20.7,6.46,1.08,2.11,5.15,48.62,13.12
O000704,C00506,P01553,2025-06-19,LV,Affiliate,Electronics,completed,94.29,6.6,0,66.04,3.79,1.9,2.35,16.58,87.69,-2.97
O000705,C00507,P01555,2025-09-16,LT,Paid Social,Sports,completed,37.52,3.75,0,21.92,4.23,0.88,2.2,23.52,33.77,-18.98
O000706,C00508,P01556,2025-06-10,LT,CRM,Home,completed,30.66,0.0,0,17.05,4.53,0.75,2.57,3.2,30.66,2.56
O000707,C00509,P01559,2025-08-13,LV,Affiliate,Sports,completed,75.5,7.55,0,45.68,2.99,1.56,2.77,20.59,67.95,-5.64
O000708,C00509,P01559,2025-09-18,LV,Affiliate,Home,completed,29.53,0.0,0,17.36,4.61,0.73,1.94,0.62,29.53,4.27
O000709,C00510,P01563,2025-01-31,LT,Organic Search,Sports,completed,81.22,5.69,0,50.28,6.08,1.66,2.47,5.98,75.53,9.06
O000710,C00510,P01563,2025-02-20,LT,Organic Search,Home,completed,50.29,0.0,0,29.53,5.25,1.11,1.91,0.18,50.29,12.31
O000711,C00511,P01564,2025-01-22,LV,CRM,Electronics,completed,94.08,4.7,0,67.79,4.27,1.89,2.64,4.23,89.38,8.56
O000712,C00512,P01565,2025-10-07,LT,Paid Search,Beauty,completed,50.52,0.0,0,21.76,3.72,1.11,2.58,19.49,50.52,1.86
O000713,C00513,P01567,2025-03-10,EE,Paid Social,Pet Care,completed,27.64,2.76,0,14.5,5.58,0.7,2.61,25.05,24.88,-23.56
O000714,C00513,P01567,2025-04-02,EE,Paid Social,Pet Care,completed,46.89,2.34,0,23.58,5.98,1.04,2.64,0.75,44.55,10.56
O000715,C00514,P01569,2025-02-02,EE,Paid Social,Home,completed,42.08,0.0,0,23.44,4.12,0.96,2.55,25.7,42.08,-14.69
O000716,C00515,P01572,2025-02-11,LT,Organic Search,Sports,completed,77.69,0.0,0,47.69,5.37,1.6,2.68,5.71,77.69,14.64
O000717,C00516,P01574,2025-10-11,EE,Organic Search,Sports,completed,69.02,4.83,0,40.72,5.69,1.44,2.65,4.95,64.19,8.74
O000718,C00516,P01574,2025-11-04,EE,Organic Search,Sports,completed,118.36,8.29,0,71.34,6.62,2.33,1.99,0.15,110.07,27.64
O000719,C00516,P01574,2025-12-26,EE,Organic Search,Sports,completed,121.92,8.53,0,71.67,6.06,2.39,2.1,0.15,113.39,31.02
O000720,C00516,P01574,2025-12-28,EE,Organic Search,Sports,completed,96.64,6.76,0,57.41,5.09,1.94,2.54,0.15,89.88,22.75
O000721,C00517,P01575,2025-07-05,EE,Paid Search,Electronics,completed,54.91,0.0,0,38.58,5.25,1.19,1.96,19.08,54.91,-11.15
O000722,C00518,P01580,2025-04-19,LT,Paid Search,Pet Care,completed,30.98,0.0,0,15.95,5.39,0.76,2.39,18.93,30.98,-12.44
O000723,C00519,P01583,2025-06-23,LT,Paid Search,Home,completed,67.87,3.39,0,38.67,4.79,1.42,2.32,17.57,64.48,-0.29
O000724,C00520,P01585,2025-09-09,LT,CRM,Home,completed,66.33,0.0,0,38.2,5.2,1.39,2.14,4.26,66.33,15.14
O000725,C00521,P01587,2025-07-15,LT,Organic Search,Pet Care,completed,30.83,0.0,0,16.13,5.53,0.75,2.71,5.83,30.83,-0.12
O000726,C00521,P01587,2025-08-22,LT,Organic Search,Pet Care,completed,15.78,0.0,0,8.42,4.17,0.48,1.91,0.17,15.78,0.63
O000727,C00522,P01592,2025-02-10,EE,Organic Search,Pet Care,completed,33.99,1.7,0,17.36,6.05,0.81,2.46,5.72,32.29,-0.11
O000728,C00523,P01593,2025-10-11,LV,CRM,Home,completed,56.42,2.82,0,32.04,4.3,1.22,2.62,3.65,53.6,9.77
O000729,C00524,P01608,2025-01-28,EE,CRM,Pet Care,completed,43.56,0.0,32.05,22.52,4.89,0.98,2.01,3.71,11.51,-22.6
O000730,C00525,P01611,2025-04-22,LV,Organic Search,Home,completed,78.4,0.0,0,43.46,3.63,1.61,2.02,4.36,78.4,23.32
O000731,C00526,P01619,2025-02-24,LV,Paid Search,Sports,completed,99.11,6.94,0,57.09,4.67,1.98,2.6,17.14,92.17,8.69
O000732,C00527,P01628,2025-08-10,LV,CRM,Sports,completed,109.28,7.65,0,64.24,5.19,2.17,2.07,4.25,101.63,23.71
O000733,C00528,P01635,2025-07-10,LV,Paid Social,Sports,completed,17.44,0.87,0,10.39,4.55,0.51,2.32,23.56,16.57,-24.76
O000734,C00529,P01636,2025-01-22,LV,Paid Search,Home,completed,88.47,6.19,0,50.99,3.22,1.79,2.18,23.94,82.28,0.16
O000735,C00530,P01637,2025-10-16,EE,Affiliate,Beauty,completed,46.6,2.33,0,20.19,4.12,1.04,1.97,17.27,44.27,-0.32
O000736,C00531,P01639,2025-09-15,EE,Paid Search,Electronics,completed,98.36,0.0,0,67.78,6.38,1.97,2.77,23.56,98.36,-4.1
O000737,C00531,P01639,2025-10-17,EE,Paid Search,Pet Care,completed,32.58,0.0,0,16.7,6.99,0.79,2.06,0.71,32.58,5.33
O000738,C00532,P01640,2025-01-12,EE,Affiliate,Home,completed,68.95,6.9,0,40.49,7.09,1.44,2.73,16.02,62.05,-5.72
O000739,C00533,P01641,2025-02-08,LV,Paid Search,Beauty,completed,34.9,1.75,0,15.41,3.96,0.83,2.53,23.48,33.15,-13.06
O000740,C00534,P01647,2025-10-04,EE,CRM,Electronics,completed,105.58,7.39,0,75.98,6.59,2.1,2.6,4.3,98.19,6.62
O000741,C00534,P01647,2025-10-31,EE,CRM,Home,completed,50.47,2.52,43.44,29.57,5.01,1.11,1.94,0.13,4.51,-33.25
O000742,C00535,P01651,2025-10-20,LV,Organic Search,Beauty,completed,49.2,2.46,0,22.07,4.91,1.09,2.53,5.66,46.74,10.48
O000743,C00536,P01656,2025-06-20,LV,Paid Social,Home,completed,61.21,0.0,0,34.86,5.08,1.3,2.41,17.98,61.21,-0.42
O000744,C00537,P01658,2025-04-02,LV,Paid Search,Beauty,completed,37.83,0.0,0,17.54,4.6,0.88,2.02,17.86,37.83,-5.07
O000745,C00538,P01659,2025-10-18,LV,Affiliate,Beauty,completed,51.18,0.0,0,22.01,4.67,1.12,2.19,15.97,51.18,5.22
O000746,C00539,P01660,2025-10-28,LT,Paid Social,Electronics,completed,62.67,4.39,0,43.58,4.0,1.33,2.64,20.21,58.28,-13.48
O000747,C00540,P01673,2025-03-28,LT,Organic Search,Beauty,completed,26.03,0.0,0,11.51,4.47,0.67,2.03,4.88,26.03,2.47
O000748,C00541,P01674,2025-02-22,LV,Organic Search,Pet Care,completed,16.33,0.0,0,8.17,4.0,0.49,2.69,4.76,16.33,-3.78
